Operator,Active,Idle,Plugged,New,Unknown,Total
Golden West Oil Corp.,0,0,2,0,0,2
Goldenwest Partners LLC,0,0,2,0,0,2
Goodknight & Proctor,0,0,2,0,0,2
Gordon Green Guiberson Trust,0,0,2,0,0,2
Gore Exploration Co.,0,0,2,0,0,2
Goshen Syndicate,0,0,2,0,0,2
Grable & Ervin,0,0,2,0,0,2
Graham Supply Co.,0,0,2,0,0,2
Grober and Assoc.,0,0,2,0,0,2
Group Syndicate,0,0,2,0,0,2
Gunnar Eriksson,0,0,2,0,0,2
"Guy H. Cherry, Jr.",0,0,2,0,0,2
H. B. Oil Company,0,0,2,0,0,2
H. C. Sommer,0,0,2,0,0,2
H. F. Gibson,0,0,2,0,0,2
H. F. Schlittler,0,0,2,0,0,2
H. Giessner,0,0,2,0,0,2
H. J. Barneson,0,0,2,0,0,2
H. J. Montgomery,0,0,2,0,0,2
H. M. Johnson,0,0,2,0,0,2
H. S. Kohlbush,0,0,2,0,0,2
H. W. Schafer,0,0,2,0,0,2
H.E.R. Petroleum Co.,0,0,2,0,0,2
Halvern L Norris,0,0,2,0,0,2
Hamarson Oil Co.,0,0,2,0,0,2
"Hamilton Dome Oil Co., Ltd.",0,0,2,0,0,2
Hamman Brothers,0,0,2,0,0,2
"Hangtown Oil, LLC",0,0,2,0,0,2
Harmony Dobyns Oil Syndicate,0,0,2,0,0,2
Harold E. Marconda,0,0,2,0,0,2
Harold S. Cook Jr. & Assoc,0,0,2,0,0,2
Harriman Jones Oil Co.,0,0,2,0,0,2
Harry Long,0,0,2,0,0,2
Harry P. Diamond,0,0,2,0,0,2
Hastings Harcourt,0,0,2,0,0,2
HCT Oil & Gas Co.,0,0,2,0,0,2
Healy & Weiss,0,0,2,0,0,2
Helen G. Milligan (Mrs.),0,0,2,0,0,2
Helm Co. -H R & Robt Sumpf,0,0,2,0,0,2
Helmer L. Johnson,0,0,2,0,0,2
Henderson Petro. Corp.,0,0,2,0,0,2
Henry R. Dabney,0,0,2,0,0,2
Herbert J. Solomon,0,0,2,0,0,2
Herley-Kelley,0,0,2,0,0,2
Herley-Kelley Oil Operations,0,0,2,0,0,2
Herley Supply Co.,0,0,2,0,0,2
Highland Oil Corp.,0,0,2,0,0,2
"Hil-Mar Drilling Co., Inc.",0,0,2,0,0,2
Hocking & Andrews,0,0,2,0,0,2
Hogan Petroleum Corp.,0,0,2,0,0,2
Holly Res. Corp.,0,0,2,0,0,2
Home Builders Realty Corp.,0,0,2,0,0,2
"Hooker Dome Syndicate, Ltd.",0,0,2,0,0,2
Hoover Drilling Co.,0,0,2,0,0,2
Hou-Tex Prod. Co.,0,0,2,0,0,2
Howard G. Morning,0,0,2,0,0,2
"Howard Oil Co., Inc.",0,0,2,0,0,2
Howells Brothers,0,0,2,0,0,2
Hoyet Greenwood,0,0,2,0,0,2
Hoyt S. Gale,0,0,2,0,0,2
"Hubert N. Witt & Assoc., Inc.",0,0,2,0,0,2
Hubl/Harbin,0,0,2,0,0,2
Hugh B. Martin,0,0,2,0,0,2
Hugh McPhaill,0,0,2,0,0,2
Humboldt Oil Co.,0,0,2,0,0,2
Humiston Investment Co.,0,0,2,0,0,2
Hunter-Scanlin,0,0,2,0,0,2
"Huntington Beach Pacific Coast Enterprises, LLC",0,0,2,0,0,2
"Huntington Energy, L.L.C.",0,0,2,0,0,2
Huntington Syndicate,0,0,2,0,0,2
Hurley and Mandelbaum,0,0,2,0,0,2
Hydro-Cal Industries,0,0,2,0,0,2
I. B. Nutt,0,0,2,0,0,2
I. L. Burch,0,0,2,0,0,2
"I. X. L. Oil Co., Ltd.",0,0,2,0,0,2
Ibex Oil Co.,0,0,2,0,0,2
Ideal Oil,0,0,2,0,0,2
Imperial Occidental Inc.,0,0,2,0,0,2
Inca Petroleum,0,0,2,0,0,2
Industrial Oil Synd. #3,0,0,2,0,0,2
Inland Resources Co.,0,0,2,0,0,2
International Oil & Gas Co.,0,0,2,0,0,2
International Oil Ventures,0,0,2,0,0,2
"International Petro. Corp., Ltd.",0,0,2,0,0,2
Isco Petro. Corp.,0,0,2,0,0,2
Iseminger Bros.,0,0,2,0,0,2
Ivan J. Vojvoda,0,0,2,0,0,2
J & E Production Co. Ltd.,0,0,2,0,0,2
J & M Operators,0,0,2,0,0,2
J M T Oil Co.,0,0,2,0,0,2
J. & S. Exploration Co.,0,0,2,0,0,2
J. A. Foreman and Dan Foreman,0,0,2,0,0,2
J. B. Cox & Alice C. Cox,0,0,2,0,0,2
J. B. Deuel & C. G. Storie,0,0,2,0,0,2
J. C. Copeland,0,0,2,0,0,2
J. D Rush Co.,0,0,2,0,0,2
J. D. Rush Company,0,0,2,0,0,2
J. E. Johnson Co.,0,0,2,0,0,2
J. F. Hill & Associates,0,0,2,0,0,2
J. F. McMahon,0,0,2,0,0,2
J. H. Thornber and Rio Bravo Pioneer Oil Company,0,0,2,0,0,2
J. J. Tavis,0,0,2,0,0,2
J. J. Tavis and Associates,0,0,2,0,0,2
"J. L. M. & Associates, Inc.",0,0,2,0,0,2
J. L. Smith & R. H. Larsen,0,0,2,0,0,2
"J. L. Smith, Operator",0,0,2,0,0,2
J. M. Ackerman,0,0,2,0,0,2
J. N. Bissell,0,0,2,0,0,2
J. O. Hopper et al,0,0,2,0,0,2
J. T. Holland,0,0,2,0,0,2
J. W. Dietzel,0,0,2,0,0,2
J. W. Rice & L. K. Firestone,0,0,2,0,0,2
"Jack Herley, Operator",0,0,2,0,0,2
Jack L. Watkins,0,0,2,0,0,2
Jack Owens Service Co.,0,0,2,0,0,2
Jack Wright,0,0,2,0,0,2
Jacob F. Kaar,0,0,2,0,0,2
Jalama Oil & Devl Co.,0,0,2,0,0,2
James B. Barnes,0,0,2,0,0,2
James C. McGarry,0,0,2,0,0,2
James Ebert & Edward Nepple,0,0,2,0,0,2
James F. B. Richards,0,0,2,0,0,2
James Lee Aydelott,0,0,2,0,0,2
James P. Psaltis,0,0,2,0,0,2
James R. Wylie,0,0,2,0,0,2
James S. Hull,0,0,2,0,0,2
JB Operating Co.,0,0,2,0,0,2
JDT Production Co.,0,0,2,0,0,2
Jefferson Oil Co.,0,0,2,0,0,2
Jennings and Reese,0,0,2,0,0,2
Jesse M. Butler,0,0,2,0,0,2
Jewel City Expl.,0,0,2,0,0,2
Jim Riley,0,0,2,0,0,2
John & Floreine Hudspeth,0,0,2,0,0,2
"John Baldwin, Oper.",0,0,2,0,0,2
John Knudsen & Oscar E. Schmidt,0,0,2,0,0,2
John M. & W. F. Rohrig,0,0,2,0,0,2
"John P. Wallace, Operator",0,0,2,0,0,2
John Pirie,0,0,2,0,0,2
John Q. Tannehill,0,0,2,0,0,2
John W. Alford,0,0,2,0,0,2
John Wayne,0,0,2,0,0,2
Johnny Brown,0,0,2,0,0,2
Jose Oil Co.,0,0,2,0,0,2
"Joseph A. Tarver, Oper.",0,0,2,0,0,2
Joseph C Kimble Opr,0,0,2,0,0,2
Joseph F. Zottarelli,0,0,2,0,0,2
Joseph M Thomas,0,0,2,0,0,2
"Joseph M. Thomas, Operator",0,0,2,0,0,2
Josephine Scott Crocker,0,0,2,0,0,2
Joyce J. Brown,0,0,2,0,0,2
"JT Moore Realty, LLC",0,0,2,0,0,2
Julian S. Gould,0,0,2,0,0,2
Julio V. Dougherty & Assoc.,0,0,2,0,0,2
Julius S. Beck,0,0,2,0,0,2
"Jupiter Oil Co., Ltd",0,0,2,0,0,2
Justice & Ellerby,0,0,2,0,0,2
Justin S. Snow,0,0,2,0,0,2
K. & G. Drilling Company,0,0,2,0,0,2
K. S. Deeds,0,0,2,0,0,2
Kabella Oil Co.,0,0,2,0,0,2
"Kaiser Foundation Health Plan, Inc.",0,0,2,0,0,2
"KAMCO, Inc.",0,0,2,0,0,2
Keck Syndicate #5,0,0,2,0,0,2
Kendon Petroleum Company,0,0,2,0,0,2
Kenneth H. Hunter Jr. Assoc,0,0,2,0,0,2
Kenneth K. Lowell,0,0,2,0,0,2
Kenneth L Switzer,0,0,2,0,0,2
Kenneth M. Bennett,0,0,2,0,0,2
Kern Hills Oil Co.,0,0,2,0,0,2
Kern Petroleum Corp.,0,0,2,0,0,2
Kern Valley Drilling Co.,0,0,2,0,0,2
Kerngas Associates,0,0,2,0,0,2
Kernland Oil Company,0,0,2,0,0,2
Kerntaft Petroleum Co.,0,0,2,0,0,2
Kernview Oil Corporation,0,0,2,0,0,2
Kettner Res. Inc,0,0,2,0,0,2
Keystone Consolidated Oil Co.,0,0,2,0,0,2
Kimble Oil Company,0,0,2,0,0,2
Knolls Construction Co.,0,0,2,0,0,2
Kohlbush & Lyons,0,0,2,0,0,2
Kolingo Drilling Co.,0,0,2,0,0,2
Kova-Pet Associates,0,0,2,0,0,2
Kovell Oil Co.,0,0,2,0,0,2
L. A. Thomson,0,0,2,0,0,2
L. B. Armstrong,0,0,2,0,0,2
L. C. Smitherman,0,0,2,0,0,2
L. H. Cameron,0,0,2,0,0,2
L. H. Glaser,0,0,2,0,0,2
L. J. Kirk & Harry Pieksma,0,0,2,0,0,2
L. L. Ellis & M. U. Stanford,0,0,2,0,0,2
L. P. Reischman,0,0,2,0,0,2
L. R. E. Oil Co.,0,0,2,0,0,2
L. R. Knowlton,0,0,2,0,0,2
L. R. Wilhite,0,0,2,0,0,2
La Brea Oil Co.,0,0,2,0,0,2
La Canada Oil Corp.,0,0,2,0,0,2
La Honda Oil Fields Assoc.,0,0,2,0,0,2
La Liebre Oil Co.,0,0,2,0,0,2
Lacal Oil Corp. and Lyle A. Garner,0,0,2,0,0,2
Laguna Consolidated Oil Co.,0,0,2,0,0,2
Lake View Oil & Refining Co.,0,0,2,0,0,2
Landsea Construction LLC,0,0,2,0,0,2
"Langdell, Newmark & Rowan",0,0,2,0,0,2
Langford Oil & Gas Co.,0,0,2,0,0,2
Larlo Oil Co.,0,0,2,0,0,2
Larry E. Bedrosian,0,0,2,0,0,2
"Latimer Pictures, Inc.",0,0,2,0,0,2
"Laurence A. Green, Oper.",0,0,2,0,0,2
Lawrence P. Kraemer,0,0,2,0,0,2
Lebow-Radin,0,0,2,0,0,2
Lee Westlake,0,0,2,0,0,2
Lehr Co.,0,0,2,0,0,2
Leigh Oil Co. Ltd.,0,0,2,0,0,2
Leon J. Sabean,0,0,2,0,0,2
Leonard & Porter,0,0,2,0,0,2
Lester I Bartlow & John Hetman,0,0,2,0,0,2
Lew Suverkrop,0,0,2,0,0,2
Lewis & Clark Expl. Co.,0,0,2,0,0,2
Lewis Operating Corporation,0,0,2,0,0,2
Lewis Solomon,0,0,2,0,0,2
"Lewis T. Lohman, Oper.",0,0,2,0,0,2
Li-Jo Oil Co.,0,0,2,0,0,2
Liberty Oil Syndicate,0,0,2,0,0,2
Light Dev. Co.,0,0,2,0,0,2
Lightning Gas & Oil Co.,0,0,2,0,0,2
Lionel Freeman,0,0,2,0,0,2
Lipan Oil Co.,0,0,2,0,0,2
Lipkin & Devine,0,0,2,0,0,2
Lit Oil Co.,0,0,2,0,0,2
Little and Gilstrap,0,0,2,0,0,2
Little Cuyama Oil Co.,0,0,2,0,0,2
Lockwood Valley Oil Co.,0,0,2,0,0,2
Lomi Oil Corp.,0,0,2,0,0,2
Lompoc Oil & Devl Co.,0,0,2,0,0,2
Long & Bell,0,0,2,0,0,2
Long Beach Harbor Dept.,0,0,2,0,0,2
"Long Beach Petroleum Co., Ltd.",0,0,2,0,0,2
Loon Point Oil Co.,0,0,2,0,0,2
Los Angeles Basin Drilling Co.,0,0,2,0,0,2
Love Oil Co. Inc.,0,0,2,0,0,2
Luneta Oil Co.,0,0,2,0,0,2
Lyle A. Garner & Assoc.,0,0,2,0,0,2
M & A Oil Co.,0,0,2,0,0,2
M. A. Fields & S.E. Madar et al,0,0,2,0,0,2
M. E. & Frank Silva Co.,0,0,2,0,0,2
"M. E. Mallett, O R Huber &",0,0,2,0,0,2
M. H. Bush & W. M. Webb,0,0,2,0,0,2
M. K. Doumani,0,0,2,0,0,2
M. K. Energy,0,0,2,0,0,2
M. R. A. Syndicate,0,0,2,0,0,2
M. T. M. Oil Company,0,0,2,0,0,2
M. W. Southard,0,0,2,0,0,2
MacDonald Lynch,0,0,2,0,0,2
Machii-Ross Petroleum Co,0,0,2,0,0,2
Mack Oil Co.,0,0,2,0,0,2
Macoil Corp.,0,0,2,0,0,2
Magee & Stone,0,0,2,0,0,2
Maggini Construction Co.,0,0,2,0,0,2
Magnet Oil Co.,0,0,2,0,0,2
Magu Oil Co.,0,0,2,0,0,2
Main Oil Co. of Calif.,0,0,2,0,0,2
Majorol Company,0,0,2,0,0,2
Malco Asphalt & Refining Co.,0,0,2,0,0,2
Marcus-Goldberg,0,0,2,0,0,2
Mark H. Finley,0,0,2,0,0,2
Marland Oil Co. of Calif.,0,0,2,0,0,2
Maurits F. Osterburg,0,0,2,0,0,2
Max A. Newton,0,0,2,0,0,2
Max N. Hammerling,0,0,2,0,0,2
Mayflower Oil Co.,0,0,2,0,0,2
Maylian Oil Company,0,0,2,0,0,2
McCulloch Oil Corp.,0,0,2,0,0,2
McIntyre Bros.,0,0,2,0,0,2
McKean Bros.,0,0,2,0,0,2
McKittrick Petroleum Co.,0,0,2,0,0,2
McMullan & Grother,0,0,2,0,0,2
McVicar-Rood-McCallen,0,0,2,0,0,2
Medal Oil Co.,0,0,2,0,0,2
"Mendell Davis Gas Partners, LLC",0,0,2,0,0,2
"Merel Co., Inc",0,0,2,0,0,2
Metropolis Oil Co.,0,0,2,0,0,2
"Metropolitan Oil Corp., Ltd.",0,0,2,0,0,2
Michael Cannata,0,0,2,0,0,2
Mid-Center Oil Co. Ltd.,0,0,2,0,0,2
Mid-Western Oil Company,0,0,2,0,0,2
Mid Counties Oil Corp.,0,0,2,0,0,2
Middle Dome Corporation,0,0,2,0,0,2
Midstate Consolidated Oil Co.,0,0,2,0,0,2
"Midway Northern Oil and Royalty Corp., Ltd.",0,0,2,0,0,2
Mike Barkett,0,0,2,0,0,2
Miller and Miller,0,0,2,0,0,2
Miller and York Trustees,0,0,2,0,0,2
Milner Oil Co.,0,0,2,0,0,2
Milton A. Prehn,0,0,2,0,0,2
Milton R. Schulz,0,0,2,0,0,2
Mines Oil Co.,0,0,2,0,0,2
Minus E. Jackson,0,0,2,0,0,2
Mitchel Lau,0,0,2,0,0,2
Mitchell Land and Improvement Co.,0,0,2,0,0,2
Mohawk Petroleum Corp.,0,0,2,0,0,2
Mojave Petroleum Co.,0,0,2,0,0,2
Mona P. Cook,0,0,2,0,0,2
Monterey Oil & Gas Expl. Co.,0,0,2,0,0,2
Morganton Oil Co.,0,0,2,0,0,2
Mortara Oil Co.,0,0,2,0,0,2
Morton & Kohlbush,0,0,2,0,0,2
Morton and Dolley and M J M & M Oil Co.,0,0,2,0,0,2
"Morton, Dolley, Campbell & Shell",0,0,2,0,0,2
Mountain States Development Co.,0,0,2,0,0,2
Mountain View Oil Corp.,0,0,2,0,0,2
"Murphy Bros., Ltd.",0,0,2,0,0,2
Mutal Dev. Corp.,0,0,2,0,0,2
Mutz Oil Operator,0,0,2,0,0,2
N. G. Snyder,0,0,2,0,0,2
Nadot Oil Co.,0,0,2,0,0,2
Napetro Producers Syndicate,0,0,2,0,0,2
National Exploration Co.,0,0,2,0,0,2
"Natomas Expl., Inc.",0,0,2,0,0,2
"Ned Barmore, Trustee",0,0,2,0,0,2
Ned Oil Co.,0,0,2,0,0,2
Nedal Oil Co.,0,0,2,0,0,2
Nelson-Phillips Oil Co.,0,0,2,0,0,2
Nelson B. Cramer,0,0,2,0,0,2
Nev-Tah Oil & Mining Co.,0,0,2,0,0,2
New-Lonamen,0,0,2,0,0,2
"New Horizon Exploration, Inc.",0,0,2,0,0,2
New Pennsylvania Pet Co.,0,0,2,0,0,2
Nick Juran,0,0,2,0,0,2
Norman Fuller,0,0,2,0,0,2
North Coalinga Oil Co.,0,0,2,0,0,2
North Coast Oil & Refining Co.,0,0,2,0,0,2
"O'Kane & Brain, Inc.",0,0,2,0,0,2
O. & H. Oil Co.,0,0,2,0,0,2
O. Biller,0,0,2,0,0,2
O. F. Collinge,0,0,2,0,0,2
O. M. Oil Co.,0,0,2,0,0,2
Oceanview Oil Corp.,0,0,2,0,0,2
Oil & Gas Prop Mgmt. Inc.,0,0,2,0,0,2
"Oil Investments, Inc.",0,0,2,0,0,2
Oil Securities and Metals Corp.,0,0,2,0,0,2
Oka Brothers,0,0,2,0,0,2
Okell Well Machinery Co.,0,0,2,0,0,2
Olean Freres Corp.,0,0,2,0,0,2
Oliver H. Covall,0,0,2,0,0,2
Olsen-Oliver,0,0,2,0,0,2
"Olsen Oil, Inc.",0,0,2,0,0,2
Operators No. 1,0,0,2,0,0,2
Orange County Refining Co.,0,0,2,0,0,2
Owen Jackson,0,0,2,0,0,2
Owens & Montgomery,0,0,2,0,0,2
"P. Sesnon, B Sesnon .",0,0,2,0,0,2
Pacific Coast Oil Company,0,0,2,0,0,2
Pacific Oil & Gas Dev. Co.,0,0,2,0,0,2
"Pacific Petroleum, L.L.C.",0,0,2,0,0,2
Pacific Tin Consolidated Corp.,0,0,2,0,0,2
Palisades Petro. Co.,0,0,2,0,0,2
Palm Oil Co.,0,0,2,0,0,2
Palomar Refining Co.,0,0,2,0,0,2
Pamoan Oil Co.,0,0,2,0,0,2
Pan-May Oil Co.,0,0,2,0,0,2
Pan American Petroleum Co.,0,0,2,0,0,2
Parish Bros.,0,0,2,0,0,2
Parlay Oil Company,0,0,2,0,0,2
Pasadena Petroleum Corp.,0,0,2,0,0,2
Patton & Conaway,0,0,2,0,0,2
"Patton & Millar, Trustees",0,0,2,0,0,2
Patton Oil Co.,0,0,2,0,0,2
Paul Beamer,0,0,2,0,0,2
Paul L. Kelley,0,0,2,0,0,2
Peacock Oil Co.,0,0,2,0,0,2
Peerless Consolidated Oil Co.,0,0,2,0,0,2
Peter Del Re Oil Co.,0,0,2,0,0,2
Petersen-Larson and Co.,0,0,2,0,0,2
Petroleum Development Corp.,0,0,2,0,0,2
"Petroleum Drilling & Exploration Co., Inc.",0,0,2,0,0,2
Petrowest,0,0,2,0,0,2
Phelps and Cheney,0,0,2,0,0,2
Philip R. Mcpharlin,0,0,2,0,0,2
Phillips Investment Corp. of Calif.,0,0,2,0,0,2
"Pine Meadows Ranch, Incorporated",0,0,2,0,0,2
Piney Woods Oil Co.,0,0,2,0,0,2
Pioneer Petrol Corp.,0,0,2,0,0,2
Piru Monarch,0,0,2,0,0,2
Planet Oil Co.,0,0,2,0,0,2
POMOCO Inc.,0,0,2,0,0,2
Portals Woodward Joint Venture,0,0,2,0,0,2
Porterville Oil & Gas Inc.,0,0,2,0,0,2
"Poso Creek Energy, LLC",0,0,2,0,0,2
"Powell-Stockton Investment Co., Ltd.",0,0,2,0,0,2
Precision Drilling Co.,0,0,2,0,0,2
"Prime Natural Resources, LLC",0,0,2,0,0,2
Producers Oil Corp. of America,0,0,2,0,0,2
Prosper D. Smith,0,0,2,0,0,2
Prouhet & Troupe,0,0,2,0,0,2
Pueblo Oil Corp.,0,0,2,0,0,2
Queen Oil Co. of California,0,0,2,0,0,2
"Quincy Oils, Ltd.",0,0,2,0,0,2
Quintin R. Grenfell,0,0,2,0,0,2
R. A. Provost Assoc.,0,0,2,0,0,2
R. B. Jackson and Essie L. Jackson,0,0,2,0,0,2
R. E. Bering,0,0,2,0,0,2
R. E. Bletcher,0,0,2,0,0,2
R. H. Strickland & A Tippet,0,0,2,0,0,2
R. M. Smith,0,0,2,0,0,2
R. S. & L. Oil Corp.,0,0,2,0,0,2
R. W. Jerman,0,0,2,0,0,2
Ralph W. Ellithorpe,0,0,2,0,0,2
Rancho Oil Co.,0,0,2,0,0,2
Ranger Oil and Gas Co.,0,0,2,0,0,2
Raymond L. Sarna,0,0,2,0,0,2
RCU  Operator,0,0,2,0,0,2
Recknagel & Mangold Oil Co.,0,0,2,0,0,2
Recknagel Oil Co.,0,0,2,0,0,2
"Red Rock Oil Co., Inc.",0,0,2,0,0,2
Redwood Oil Co.,0,0,2,0,0,2
Reed and Billington,0,0,2,0,0,2
Reef Ridge Oil Co.,0,0,2,0,0,2
"Reid & Berliner, Inc.",0,0,2,0,0,2
"Remora Operating CA, LLC",0,0,2,0,0,2
Republic Petro. Co. Ltd,0,0,2,0,0,2
Resource Partners,0,0,2,0,0,2
Richard R Thorup Opr,0,0,2,0,0,2
Richard S. Miesse,0,0,2,0,0,2
Richard S. Rheem,0,0,2,0,0,2
Richard Steltzner,0,0,2,0,0,2
Richards & Rowan,0,0,2,0,0,2
Richland Oil Co.,0,0,2,0,0,2
Richmond Exploration Corporation,0,0,2,0,0,2
Riddle & Gottlieb,0,0,2,0,0,2
"Ridgewood Industries, Inc.",0,0,2,0,0,2
Ring Petro. Prospect of Yuba Co,0,0,2,0,0,2
Rio Delta Resources,0,0,2,0,0,2
"Road Oil Sales, Inc.",0,0,2,0,0,2
Robert A. Foster,0,0,2,0,0,2
Robert Bromberg-Receiver,0,0,2,0,0,2
Robert Jones,0,0,2,0,0,2
Robert L. Moody,0,0,2,0,0,2
Robert W. Berry Inc.,0,0,2,0,0,2
Rocket Petroleum Company,0,0,2,0,0,2
"Roetnor Oil Co., Ltd.",0,0,2,0,0,2
Roggie-Johnson Drilling Co.,0,0,2,0,0,2
Ronald C. Smith,0,0,2,0,0,2
Rory Oil Co.,0,0,2,0,0,2
Roston & Herbaly Peto. Consultants Ltd,0,0,2,0,0,2
Rothschild-Bender Oil Operations,0,0,2,0,0,2
Roy Gill - Oper.,0,0,2,0,0,2
Roy J. & Doyle Wattenbarger,0,0,2,0,0,2
Royal Resources,0,0,2,0,0,2
Ruhle And Chino Associates,0,0,2,0,0,2
Russel Mann,0,0,2,0,0,2
"Russell Cobb, Jr., Inc.",0,0,2,0,0,2
Ryan Oil Co.,0,0,2,0,0,2
S-S Syndicate,0,0,2,0,0,2
S. D. M. Oil Co.,0,0,2,0,0,2
S. E. I.,0,0,2,0,0,2
S.B.O. & M. Co. Wharf,0,0,2,0,0,2
"SA Properties Company, LP",0,0,2,0,0,2
Sage & Olson,0,0,2,0,0,2
Sage Oil Co Inc,0,0,2,0,0,2
San-Cal Oil & Gas Corp.,0,0,2,0,0,2
San Benito Oil Co.,0,0,2,0,0,2
San Buena Ventura Oil Co.,0,0,2,0,0,2
San Fernando Gas & Oil Co.,0,0,2,0,0,2
San Joaquin Drilling Co.,0,0,2,0,0,2
San Joaquin Operations LLC,0,0,2,0,0,2
San Luis Syndicate,0,0,2,0,0,2
San Martinez Oil Co.,0,0,2,0,0,2
San Miguel Oil & Dev.,0,0,2,0,0,2
Santa Carla Oil Co.,0,0,2,0,0,2
Santa Clara Ltd Partnership,0,0,2,0,0,2
Santa Fe Drilling Company,0,0,2,0,0,2
Santa Fe Energy Company,0,0,2,0,0,2
Santa Paula Oil Co.,0,0,2,0,0,2
"Santos, Oneto & Fabry Exp",0,0,2,0,0,2
Sardi Oil Co.,0,0,2,0,0,2
Savoy Oil Co.,0,0,2,0,0,2
Schaufele & Reynolds,0,0,2,0,0,2
Scott-Jackson,0,0,2,0,0,2
Scott-McIntosh Petro Inc.,0,0,2,0,0,2
Scott & Hendrickson,0,0,2,0,0,2
Secunda Oil Corp.,0,0,2,0,0,2
Security Land & Water Co.,0,0,2,0,0,2
Seguro Petro. Co.,0,0,2,0,0,2
Selegna Pet. Corp.,0,0,2,0,0,2
Sespe Oil Co.,0,0,2,0,0,2
"Shaffer Rentals, Inc.",0,0,2,0,0,2
Shaffer Tools Works,0,0,2,0,0,2
Shannon Oil Co.,0,0,2,0,0,2
Sharby Oil Co.,0,0,2,0,0,2
Shasta Petro. Co.,0,0,2,0,0,2
Shelly Energy Inc.,0,0,2,0,0,2
Sherman F. Wagenseller & John J. August,0,0,2,0,0,2
Shirley M. Lechler,0,0,2,0,0,2
Sierra Petro. Corp. of Oregon,0,0,2,0,0,2
Silver Petro. Co.,0,0,2,0,0,2
Silver Wing Oil Co.,0,0,2,0,0,2
"Simi Oil Co., Ltd.",0,0,2,0,0,2
Sisar Oil & Asphalt Co.,0,0,2,0,0,2
Skaggs Springs Oil & Gas Co.,0,0,2,0,0,2
SM Hydrocarbons Inc.,0,0,2,0,0,2
Smith and Davidson,0,0,2,0,0,2
"Smith International, Inc.",0,0,2,0,0,2
Snowolene Oil Co.,0,0,2,0,0,2
So Cal Drilling Co.,0,0,2,0,0,2
So Cal Petro. Corp.,0,0,2,0,0,2
Solana Oil Co.,0,0,2,0,0,2
Solar Drilling Co.,0,0,2,0,0,2
Solaris Energy Corporation,0,0,2,0,0,2
South Basin Oil Co.,0,0,2,0,0,2
South Lake Farms,0,0,2,0,0,2
South Lake Oil & Gas Inc.,0,0,2,0,0,2
South Pacific Oil Co.,0,0,2,0,0,2
Southern California Petro. Co.,0,0,2,0,0,2
Southern Oil & Gas Company,0,0,2,0,0,2
Southland Royalty Co.,0,0,2,0,0,2
Southwest Oil and Dev. Corp.,0,0,2,0,0,2
Southwest Oil Co.,0,0,2,0,0,2
Southwestern Development Co.,0,0,2,0,0,2
Speik Oil Co.,0,0,2,0,0,2
Spencer D. Coates,0,0,2,0,0,2
Spur Oil Company,0,0,2,0,0,2
St. Michael Exploration Co.,0,0,2,0,0,2
Standard Dehydrating Co.,0,0,2,0,0,2
Stanley E. Kuhns,0,0,2,0,0,2
Stanton Oil Co.,0,0,2,0,0,2
Star Petro. Co.,0,0,2,0,0,2
State Exploration Co.,0,0,2,0,0,2
Stateswide Oil Corp.,0,0,2,0,0,2
Sterling Petro. Co.,0,0,2,0,0,2
"Stocker Resources, Inc.",0,0,2,0,0,2
"Storm Plaza Torrance, LLC",0,0,2,0,0,2
Success Oil Co.,0,0,2,0,0,2
Success Petroleum Company,0,0,2,0,0,2
Sulphur Mountain Petro. Co.,0,0,2,0,0,2
Sun Mountain Oil & Gas,0,0,2,0,0,2
Sundance Oil Co.,0,0,2,0,0,2
Sunland Refining Corp.,0,0,2,0,0,2
Sunwell Oil Co.,0,0,2,0,0,2
T. B. Hess,0,0,2,0,0,2
T. F. Woodward,0,0,2,0,0,2
T. M. Gibson,0,0,2,0,0,2
T. S .Walker,0,0,2,0,0,2
Tampico Petroleum Co.,0,0,2,0,0,2
"Tarr & McComb Oil Co., Ltd.",0,0,2,0,0,2
Tejon Basin Oil Co.,0,0,2,0,0,2
Tejon Exploration Co.,0,0,2,0,0,2
Tejon Oil,0,0,2,0,0,2
Ten Friends Oil Co.,0,0,2,0,0,2
Tenby-Sperry Oil Co.,0,0,2,0,0,2
Tepesquet Oil Corp.,0,0,2,0,0,2
Tepusquet Oil Co.,0,0,2,0,0,2
Termo Co. of Texas,0,0,2,0,0,2
"Terra Bella, Ltd.",0,0,2,0,0,2
"Terreno South Main, LLC",0,0,2,0,0,2
Tex Harvey Oil Co.,0,0,2,0,0,2
Texaco Producing Inc.,0,0,2,0,0,2
"Texaco Producing Inc., Opr.",0,0,2,0,0,2
Texas-Pacific Coal & Oil,0,0,2,0,0,2
Texas General Petroleum Corp.,0,0,2,0,0,2
"Texas Meat Brokerage, Inc.",0,0,2,0,0,2
The 57 Petroleum Corp.,0,0,2,0,0,2
"The Caminol Company, Ltd.",0,0,2,0,0,2
The Escondido Company,0,0,2,0,0,2
The Larutan Corporation,0,0,2,0,0,2
The McKee Co.,0,0,2,0,0,2
The Petro. Co.,0,0,2,0,0,2
The Roman Catholic Archbishop of Los Angeles,0,0,2,0,0,2
Thelma Russell (Miss),0,0,2,0,0,2
Thermal Production Co.,0,0,2,0,0,2
Third Twin Bell Synd.,0,0,2,0,0,2
Thomas C. King,0,0,2,0,0,2
Thomas J. Moore,0,0,2,0,0,2
Thomas P. Pike Drilling Co.,0,0,2,0,0,2
"Thornbury, Geis, & Robinson",0,0,2,0,0,2
